userId,username,userGroup,userLoginTime,surveyType,surveyTime,Joy_Survey,Disgust_Survey,Fear_Survey,Sadness_Survey,Anger_Survey
ex608km0eeo50,fun53183,Frank,2021-03-08-20-18-49,eveningMoods,2021-03-10-17-38-23,3,1,1,2,1
ex608km0eeo50,fun53183,Frank,2021-03-08-20-18-49,morningMoods,2021-03-11-09-32-20,2,1,1,1,1
ex608km0eeo50,fun53183,Frank,2021-03-08-20-18-49,eveningMoods,2021-03-11-17-03-26,2,1,1,4,1
ex608km0eeo50,fun53183,Frank,2021-03-08-20-18-49,morningMoods,2021-03-12-08-08-01,2,1,1,4,1
ex608km0eeo50,fun53183,Frank,2021-03-08-20-18-49,eveningMoods,2021-03-13-17-56-49,3,1,1,1,1
ex608km0eeo50,fun53183,Frank,2021-03-08-20-18-49,morningMoods,2021-03-14-08-02-25,3,1,1,1,1
2438km0ibqqk,similar42937,Frank,2021-03-08-22-11-15,morningMoods,2021-03-09-10-17-21,9,1,2,2,1
2438km0ibqqk,similar42937,Frank,2021-03-08-22-11-15,afternoonMoods,2021-03-09-12-48-44,8,1,2,2,2
2438km0ibqqk,similar42937,Frank,2021-03-08-22-11-15,eveningMoods,2021-03-09-16-26-58,7,1,2,3,4
2438km0ibqqk,similar42937,Frank,2021-03-08-22-11-15,morningMoods,2021-03-10-08-55-50,4,1,2,3,4
2438km0ibqqk,similar42937,Frank,2021-03-08-22-11-15,afternoonMoods,2021-03-10-12-41-57,5,2,2,4,1
2438km0ibqqk,similar42937,Frank,2021-03-08-22-11-15,eveningMoods,2021-03-10-17-19-16,7,1,2,3,2
2438km0ibqqk,similar42937,Frank,2021-03-08-22-11-15,morningMoods,2021-03-11-08-23-36,6,1,2,1,2
2438km0ibqqk,similar42937,Frank,2021-03-08-22-11-15,afternoonMoods,2021-03-11-12-35-56,6,1,2,3,1
2438km0ibqqk,similar42937,Frank,2021-03-08-22-11-15,eveningMoods,2021-03-11-16-41-22,3,1,2,4,4
2438km0jiv6g,poor96488,FrankKeyboard,2021-03-08-23-05-11,morningMoods,2021-03-12-10-58-46,5,1,1,1,1
2438km0jiv6g,poor96488,FrankKeyboard,2021-03-08-23-05-11,morningMoods,2021-03-13-10-40-12,4,1,1,1,1
ex608km11tayv,wonder17924,FrankKeyboard,2021-03-09-07-14-59,afternoonMoods,2021-03-11-13-26-18,8,1,1,1,1
2438km14c68l,silver21907,Keyboard,2021-03-09-08-27-47,morningMoods,2021-03-09-08-31-30,3,6,7,6,6
2438km14c68l,silver21907,Keyboard,2021-03-09-08-27-47,morningMoods,2021-03-10-10-40-42,3,1,3,1,1
2438km1fbkkx,broke21454,Frank,2021-03-09-13-51-12,afternoonMoods,2021-03-09-13-52-24,8,1,1,1,1
2438km1fbkkx,broke21454,Frank,2021-03-09-13-51-12,morningMoods,2021-03-10-08-03-32,4,1,1,1,1
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,morningMoods,2021-03-10-08-52-27,7,1,3,5,4
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,afternoonMoods,2021-03-10-13-21-36,6,2,2,3,1
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,eveningMoods,2021-03-10-17-15-36,9,1,1,1,1
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,afternoonMoods,2021-03-11-12-30-43,10,1,1,1,1
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,eveningMoods,2021-03-11-17-53-21,10,1,1,1,1
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,morningMoods,2021-03-12-08-16-06,7,1,1,2,1
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,afternoonMoods,2021-03-12-12-21-38,4,5,1,3,7
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,eveningMoods,2021-03-12-17-24-59,5,1,1,6,7
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,afternoonMoods,2021-03-14-13-43-57,10,1,1,3,1
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,eveningMoods,2021-03-14-16-24-08,8,1,1,1,1
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,morningMoods,2021-03-15-10-17-04,10,1,1,3,1
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,afternoonMoods,2021-03-15-13-12-02,8,1,1,1,1
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,afternoonMoods,2021-03-16-12-14-24,7,1,1,5,5
ex608km1fm2x3,large46598,Frank,2021-03-10-08-51-49,morningMoods,2021-03-17-08-28-02,5,1,1,5,4
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,morningMoods,2021-03-10-08-18-29,5,2,1,1,3
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,afternoonMoods,2021-03-10-12-37-00,4,2,1,1,4
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,eveningMoods,2021-03-10-16-57-42,6,1,1,1,2
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,morningMoods,2021-03-11-08-54-09,6,1,1,1,3
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,afternoonMoods,2021-03-11-12-28-05,7,1,1,1,1
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,eveningMoods,2021-03-11-17-15-39,8,1,1,1,1
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,morningMoods,2021-03-12-08-05-35,7,1,1,1,1
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,afternoonMoods,2021-03-12-12-16-32,8,1,1,1,1
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,eveningMoods,2021-03-12-16-45-35,8,1,1,1,1
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,morningMoods,2021-03-13-08-11-56,5,1,1,1,1
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,afternoonMoods,2021-03-13-12-54-27,7,1,1,1,1
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,eveningMoods,2021-03-13-16-03-59,8,1,1,1,1
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,morningMoods,2021-03-14-08-03-42,8,1,1,1,1
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,afternoonMoods,2021-03-14-13-49-29,8,1,1,2,1
2438km1w9zd5,became55307,Frank,2021-03-09-21-28-18,eveningMoods,2021-03-14-16-12-54,8,1,1,1,1
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,morningMoods,2021-03-11-08-12-03,3,1,1,2,2
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,afternoonMoods,2021-03-11-12-54-28,2,1,1,2,1
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,morningMoods,2021-03-12-08-51-02,2,1,1,2,1
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,afternoonMoods,2021-03-12-13-47-29,6,1,1,1,1
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,eveningMoods,2021-03-12-17-51-18,3,1,1,2,1
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,afternoonMoods,2021-03-14-12-44-08,6,1,1,1,2
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,eveningMoods,2021-03-14-17-49-01,2,1,1,4,1
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,afternoonMoods,2021-03-15-13-45-36,1,1,1,2,2
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,morningMoods,2021-03-16-09-17-17,3,1,1,1,1
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,morningMoods,2021-03-17-09-04-02,1,1,1,1,1
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,afternoonMoods,2021-03-17-12-18-02,1,1,1,1,1
ex608km37j63r,reader26859,Frank,2021-03-10-19-37-08,eveningMoods,2021-03-17-16-46-56,2,1,1,1,1
ex608km4f0tic,race88084,Keyboard,2021-03-11-15-56-12,eveningMoods,2021-03-11-17-16-29,3,5,1,7,6
ex608km4f0tic,race88084,Keyboard,2021-03-11-15-56-12,afternoonMoods,2021-03-12-13-00-48,5,1,2,2,1
ex608km4f0tic,race88084,Keyboard,2021-03-11-15-56-12,morningMoods,2021-03-13-08-44-35,3,1,1,1,1
ex608km4f0tic,race88084,Keyboard,2021-03-11-15-56-12,morningMoods,2021-03-14-08-10-02,4,1,1,1,1
ex608km4f0tic,race88084,Keyboard,2021-03-11-15-56-12,afternoonMoods,2021-03-15-12-16-05,7,1,1,1,1
ex608km4f0tic,race88084,Keyboard,2021-03-11-15-56-12,eveningMoods,2021-03-15-17-16-12,9,1,1,1,1
ex608km4f0tic,race88084,Keyboard,2021-03-11-15-56-12,afternoonMoods,2021-03-16-13-31-00,7,3,2,1,6
ex608km4f0tic,race88084,Keyboard,2021-03-11-15-56-12,afternoonMoods,2021-03-17-12-28-49,5,1,1,1,1
ex608km4f0tic,race88084,Keyboard,2021-03-11-15-56-12,eveningMoods,2021-03-17-17-39-28,5,1,1,1,1
ex608km4f0tic,race88084,Keyboard,2021-03-11-15-56-12,morningMoods,2021-03-18-10-02-35,3,1,1,1,1
2438km5k241s,different14189,FrankKeyboard,2021-03-12-10-56-24,afternoonMoods,2021-03-12-13-52-31,5,1,6,7,3
2438km5k241s,different14189,FrankKeyboard,2021-03-12-10-56-24,eveningMoods,2021-03-12-17-18-52,6,1,7,7,3
2438km5k241s,different14189,FrankKeyboard,2021-03-12-10-56-24,morningMoods,2021-03-13-10-53-47,1,1,3,10,1
2438km5k241s,different14189,FrankKeyboard,2021-03-12-10-56-24,afternoonMoods,2021-03-13-13-45-50,4,1,2,2,2
2438km5k241s,different14189,FrankKeyboard,2021-03-12-10-56-24,eveningMoods,2021-03-13-17-16-14,3,1,3,4,2
2438km5k241s,different14189,FrankKeyboard,2021-03-12-10-56-24,afternoonMoods,2021-03-14-13-16-47,3,1,1,2,1
2438km5k241s,different14189,FrankKeyboard,2021-03-12-10-56-24,morningMoods,2021-03-15-10-15-36,1,1,1,3,1
2438km5k241s,different14189,FrankKeyboard,2021-03-12-10-56-24,afternoonMoods,2021-03-15-12-14-53,1,4,1,4,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,afternoonMoods,2021-03-12-12-24-41,8,1,1,2,2
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,morningMoods,2021-03-13-08-06-36,6,1,1,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,afternoonMoods,2021-03-13-12-20-23,8,1,1,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,eveningMoods,2021-03-13-17-16-30,6,1,1,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,afternoonMoods,2021-03-14-12-41-54,8,1,1,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,eveningMoods,2021-03-14-17-29-16,8,1,1,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,afternoonMoods,2021-03-15-13-18-50,5,1,1,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,eveningMoods,2021-03-15-17-17-12,7,1,1,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,morningMoods,2021-03-16-09-49-08,4,1,7,6,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,afternoonMoods,2021-03-16-13-20-41,8,1,1,2,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,eveningMoods,2021-03-16-17-15-50,6,1,2,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,afternoonMoods,2021-03-17-13-17-11,9,1,1,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,eveningMoods,2021-03-17-17-00-38,8,1,1,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,morningMoods,2021-03-18-11-18-20,8,1,1,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,eveningMoods,2021-03-18-16-47-05,6,1,1,1,1
2438km5mgy2b,drive98409,Frank,2021-03-12-12-04-28,morningMoods,2021-03-19-09-34-45,5,1,1,1,1
ex608km70oplf,quickly67875,Frank,2021-03-13-11-29-35,afternoonMoods,2021-03-13-13-15-44,5,2,1,4,1
ex608km70oplf,quickly67875,Frank,2021-03-13-11-29-35,eveningMoods,2021-03-13-16-19-29,4,1,1,2,1
ex608km70oplf,quickly67875,Frank,2021-03-13-11-29-35,afternoonMoods,2021-03-14-13-24-03,5,5,2,1,4
ex608km70oplf,quickly67875,Frank,2021-03-13-11-29-35,eveningMoods,2021-03-14-17-15-33,5,1,1,1,1
2438km7t00xi,throughout30230,FrankKeyboard,2021-03-14-00-46-28,morningMoods,2021-03-14-10-33-46,2,3,5,5,5
2438km7t00xi,throughout30230,FrankKeyboard,2021-03-14-00-46-28,eveningMoods,2021-03-14-16-36-07,2,2,4,4,2
2438km916u3j,welcome19210,FrankKeyboard,2021-03-14-21-21-45,morningMoods,2021-03-15-08-30-51,4,1,3,2,2
2438km916u3j,welcome19210,FrankKeyboard,2021-03-14-21-21-45,eveningMoods,2021-03-16-17-08-20,3,1,4,4,7
2438km916u3j,welcome19210,FrankKeyboard,2021-03-14-21-21-45,afternoonMoods,2021-03-18-13-22-30,4,2,2,2,2
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,morningMoods,2021-03-16-09-21-26,8,3,5,2,2
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,eveningMoods,2021-03-16-17-21-43,9,2,2,2,2
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,morningMoods,2021-03-17-08-06-12,7,1,1,1,1
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,afternoonMoods,2021-03-17-13-25-06,8,2,4,2,2
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,eveningMoods,2021-03-17-15-38-46,8,2,2,2,2
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,eveningMoods,2021-03-17-15-39-22,8,2,2,2,2
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,eveningMoods,2021-03-17-17-15-33,9,1,1,1,1
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,eveningMoods,2021-03-18-17-34-55,9,1,1,1,1
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,morningMoods,2021-03-19-09-01-34,10,1,1,1,1
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,eveningMoods,2021-03-19-16-30-46,9,1,1,1,1
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,morningMoods,2021-03-20-08-42-59,9,1,1,1,1
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,eveningMoods,2021-03-20-16-37-58,10,1,1,1,1
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,morningMoods,2021-03-21-08-34-26,9,1,1,3,1
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,morningMoods,2021-03-22-08-30-30,7,1,1,5,1
ex608kmaia2qc,slabs23107,Frank,2021-03-15-22-21-20,eveningMoods,2021-03-22-17-54-29,9,1,1,2,1
ex608kmajh8if,world70980,FrankKeyboard,2021-03-15-22-38-30,afternoonMoods,2021-03-16-13-15-38,9,3,4,4,2
2438kmakidvm,had41541,Frank,2021-03-15-23-08-29,morningMoods,2021-03-16-10-54-39,4,8,8,9,8
2438kmakidvm,had41541,Frank,2021-03-15-23-08-29,afternoonMoods,2021-03-16-13-48-54,6,5,4,5,7
2438kmakidvm,had41541,Frank,2021-03-15-23-08-29,eveningMoods,2021-03-16-17-57-11,7,4,8,8,5
ex608kmal2z8v,brick88109,FrankKeyboard,2021-03-15-23-25-17,afternoonMoods,2021-03-16-13-33-06,8,3,2,1,1
2438kmapswd4,safe37073,Frank,2021-03-16-01-36-11,morningMoods,2021-03-16-10-15-05,7,2,1,3,1
2438kmapswd4,safe37073,Frank,2021-03-16-01-36-11,eveningMoods,2021-03-16-17-33-45,8,1,1,1,1
2438kmapswd4,safe37073,Frank,2021-03-16-01-36-11,morningMoods,2021-03-17-10-31-33,5,2,2,2,1
2438kmapswd4,safe37073,Frank,2021-03-16-01-36-11,afternoonMoods,2021-03-17-12-27-49,6,1,2,1,1
2438kmapswd4,safe37073,Frank,2021-03-16-01-36-11,morningMoods,2021-03-18-12-30-21,5,1,1,2,1
ex608kmav5fvr,taken97011,Keyboard,2021-03-16-04-16-48,morningMoods,2021-03-16-08-03-45,5,5,6,6,6
ex608kmav5fvr,taken97011,Keyboard,2021-03-16-04-16-48,eveningMoods,2021-03-19-17-16-04,1,3,3,7,4
ex608kmav5fvr,taken97011,Keyboard,2021-03-16-04-16-48,morningMoods,2021-03-20-10-04-50,2,7,6,9,8
ex608kmav5fvr,taken97011,Keyboard,2021-03-16-04-16-48,afternoonMoods,2021-03-20-13-14-57,1,3,1,9,7
ex608kmav5fvr,taken97011,Keyboard,2021-03-16-04-16-48,morningMoods,2021-03-21-08-20-47,2,3,5,7,5
ex608kmav5fvr,taken97011,Keyboard,2021-03-16-04-16-48,morningMoods,2021-03-22-08-40-11,4,2,2,4,2
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,afternoonMoods,2021-03-16-13-40-52,1,1,1,2,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,eveningMoods,2021-03-16-16-44-03,1,1,1,1,3
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,morningMoods,2021-03-17-10-12-55,1,1,1,3,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,afternoonMoods,2021-03-17-12-57-57,1,1,1,1,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,eveningMoods,2021-03-17-16-31-52,1,1,1,1,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,morningMoods,2021-03-18-08-05-29,1,1,1,2,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,afternoonMoods,2021-03-18-11-53-28,1,1,1,2,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,afternoonMoods,2021-03-18-11-55-12,1,1,1,2,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,afternoonMoods,2021-03-18-12-33-56,1,1,1,2,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,eveningMoods,2021-03-18-17-04-38,1,1,1,2,2
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,morningMoods,2021-03-19-08-59-42,1,1,1,1,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,afternoonMoods,2021-03-19-13-30-51,1,1,1,1,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,eveningMoods,2021-03-19-17-16-35,1,1,1,1,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,morningMoods,2021-03-20-09-25-18,1,1,1,2,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,eveningMoods,2021-03-20-18-19-26,1,1,1,1,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,morningMoods,2021-03-21-08-58-11,1,1,1,1,1
2438kmbc8j0k,program13758,FrankKeyboard,2021-03-16-13-30-03,afternoonMoods,2021-03-21-12-56-41,1,1,1,1,1
ex608kmbgtr0r,fourth94727,FrankKeyboard,2021-03-16-14-13-08,eveningMoods,2021-03-16-17-16-28,3,1,1,1,1
ex608kmbgtr0r,fourth94727,FrankKeyboard,2021-03-16-14-13-08,afternoonMoods,2021-03-18-13-21-09,5,1,2,1,1
ex608kmbvyxb6,poor10149,Keyboard,2021-03-16-21-18-19,morningMoods,2021-03-17-08-32-49,8,1,2,1,2
ex608kmbvyxb6,poor10149,Keyboard,2021-03-16-21-18-19,afternoonMoods,2021-03-17-12-55-19,6,1,1,1,1
ex608kmbvyxb6,poor10149,Keyboard,2021-03-16-21-18-19,afternoonMoods,2021-03-18-11-43-59,8,1,1,1,1
ex608kmbvyxb6,poor10149,Keyboard,2021-03-16-21-18-19,afternoonMoods,2021-03-18-11-44-23,9,1,1,1,1
ex608kmbvyxb6,poor10149,Keyboard,2021-03-16-21-18-19,afternoonMoods,2021-03-18-14-16-16,7,1,1,3,1
ex608kmbvyxb6,poor10149,Keyboard,2021-03-16-21-18-19,eveningMoods,2021-03-18-17-16-51,5,2,2,3,1
ex608kmbvyxb6,poor10149,Keyboard,2021-03-16-21-18-19,morningMoods,2021-03-19-09-14-45,5,1,1,4,2
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,morningMoods,2021-03-17-08-43-38,5,1,1,3,1
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,afternoonMoods,2021-03-17-12-10-44,6,1,1,7,3
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,eveningMoods,2021-03-17-16-30-57,5,1,3,3,2
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,afternoonMoods,2021-03-18-12-22-32,4,1,2,2,1
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,eveningMoods,2021-03-18-17-05-30,5,1,2,2,1
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,morningMoods,2021-03-19-08-52-04,8,1,5,1,2
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,eveningMoods,2021-03-19-16-51-37,7,1,2,2,1
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,afternoonMoods,2021-03-20-11-32-37,7,1,2,2,1
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,eveningMoods,2021-03-20-16-55-41,6,1,2,3,1
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,morningMoods,2021-03-21-08-28-19,7,1,2,1,1
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,afternoonMoods,2021-03-21-12-03-32,10,1,2,2,1
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,eveningMoods,2021-03-21-16-10-59,8,1,2,2,1
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,morningMoods,2021-03-22-08-36-27,6,1,1,1,1
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,afternoonMoods,2021-03-22-11-48-12,6,6,3,5,5
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,eveningMoods,2021-03-22-16-35-31,7,1,1,3,1
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,morningMoods,2021-03-23-09-26-39,5,3,1,2,
ex608kmbyquwf,habit75006,Frank,2021-03-16-22-42-50,eveningMoods,2021-03-23-16-50-20,6,2,2,2,2
2438kmcp6yn1,stop74247,Frank,2021-03-17-10-54-53,afternoonMoods,2021-03-17-12-04-07,4,1,2,,6
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,afternoonMoods,2021-03-17-13-19-23,3,2,4,6,4
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,eveningMoods,2021-03-17-17-21-35,3,1,3,5,3
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,morningMoods,2021-03-18-09-16-21,1,3,1,3,2
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,afternoonMoods,2021-03-18-12-28-58,2,1,1,3,1
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,morningMoods,2021-03-19-09-56-42,2,1,1,2,1
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,afternoonMoods,2021-03-19-12-17-09,2,1,1,2,1
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,eveningMoods,2021-03-19-16-24-53,3,1,3,2,1
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,afternoonMoods,2021-03-21-12-27-49,4,1,3,1,1
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,morningMoods,2021-03-22-09-01-11,1,1,2,2,1
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,afternoonMoods,2021-03-22-12-06-44,2,1,3,1,1
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,morningMoods,2021-03-23-07-57-23,1,1,3,2,1
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,afternoonMoods,2021-03-23-12-32-26,1,2,4,2,2
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,morningMoods,2021-03-24-09-51-32,1,1,3,2,1
2438kmcu9i1c,additional58705,FrankKeyboard,2021-03-17-13-16-21,afternoonMoods,2021-03-24-12-19-01,1,1,4,2,2
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,afternoonMoods,2021-03-17-13-54-11,4,1,1,3,1
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,morningMoods,2021-03-18-10-31-23,3,1,1,5,2
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,afternoonMoods,2021-03-18-12-13-17,3,1,1,2,1
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,morningMoods,2021-03-19-09-05-15,4,1,1,2,1
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,afternoonMoods,2021-03-20-12-45-51,5,1,1,2,1
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,morningMoods,2021-03-21-09-54-27,4,1,1,1,1
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,afternoonMoods,2021-03-21-12-42-55,2,2,1,3,2
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,eveningMoods,2021-03-21-17-25-45,3,5,2,2,1
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,afternoonMoods,2021-03-22-12-44-18,4,1,1,2,1
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,eveningMoods,2021-03-22-16-55-18,2,1,2,2,1
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,afternoonMoods,2021-03-23-11-42-28,3,1,1,2,1
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,eveningMoods,2021-03-23-16-47-51,2,2,1,5,2
2438kmcv23da,organization59402,Keyboard,2021-03-17-13-47-05,morningMoods,2021-03-24-09-27-10,3,1,1,2,1
2438kmcveqbf,next57224,Frank,2021-03-17-13-50-31,afternoonMoods,2021-03-17-13-53-29,4,1,3,2,1
2438kmcwe1sg,five02331,Frank,2021-03-17-14-22-22,eveningMoods,2021-03-17-16-37-24,2,5,6,4,1
2438kmcwe1sg,five02331,Frank,2021-03-17-14-22-22,morningMoods,2021-03-18-10-31-55,1,1,3,8,3
2438kmcwe1sg,five02331,Frank,2021-03-17-14-22-22,afternoonMoods,2021-03-18-13-19-42,1,2,4,8,3
2438kmcwe1sg,five02331,Frank,2021-03-17-14-22-22,morningMoods,2021-03-19-08-21-41,5,1,1,2,1
2438kmcwe1sg,five02331,Frank,2021-03-17-14-22-22,afternoonMoods,2021-03-19-12-46-26,3,1,2,2,1
2438kmcwe1sg,five02331,Frank,2021-03-17-14-22-22,morningMoods,2021-03-20-08-44-35,3,1,1,5,1
2438kmcwe1sg,five02331,Frank,2021-03-17-14-22-22,afternoonMoods,2021-03-20-13-20-40,4,1,4,1,1
2438kmcwe1sg,five02331,Frank,2021-03-17-14-22-22,morningMoods,2021-03-21-07-51-37,2,1,1,1,1
2438kmcwe1sg,five02331,Frank,2021-03-17-14-22-22,eveningMoods,2021-03-21-15-38-51,1,3,1,7,7
2438kmcwe1sg,five02331,Frank,2021-03-17-14-22-22,morningMoods,2021-03-22-08-40-43,1,1,4,8,4
