userId,surveyType,Anger-Ag,Wanting-Dr,Dread-Ax,Sad-S,Easygoing-R,Grossed-Out-Dg,Happy-H,Terror-F,Rage-Ag,Grief-S,Nausea-Dg,Anxiety-Ax,Chilled-Out-R,Desire-Dr,Nervous-Ax,Lonely-S,Scared-F,Mad-Ag,Satisfaction-H,Sickened-Dg,Empty-S,Craving-Dr,Panic-F,Longing-Dr,Calm-R,Fear-F,Relaxation-R,Revulsion-Dg,Worry-Ax,Enjoyment-H,Pissed-Off-Ag,Linking-H,username,userGroup,userLoginTime,surveyTime
ex608klu4dk0t,deq,2,5,2,5,2,1,2,1,1,5,1,3,2,4,2,Quite a bit,2,1,3,1,5,4,1,3,2,3,2,1,4,2,1,4,agree33458,Keyboard,2021-03-04-10-54-35,2021-03-10-21-17-46
2438km0ibqqk,deq,1,1,1,3,2,1,4,1,1,3,1,3,4,3,2,1,1,2,4,1,1,2,1,2,3,1,4,1,4,4,2,3,similar42937,Frank,2021-03-08-22-11-15,2021-03-10-21-20-39
2438klw6jb47,deq,2,3,1,3,3,1,4,1,1,1,1,3,3,3,3,1,2,2,3,1,1,1,1,2,4,1,3,1,4,3,2,2,drawn79042,Keyboard,2021-03-05-21-27-00,2021-03-10-21-52-28
ex608km4f0tic,deq,4,5,5,3,1,1,2,1,2,1,2,6,2,1,4,Quite a bit,1,3,2,1,5,5,3,4,2,2,1,1,6,2,5,2,race88084,Keyboard,2021-03-11-15-56-12,2021-03-11-20-06-07
ex608km1fm2x3,deq,2,1,2,2,6,1,5,1,2,1,1,2,6,1,1,4,2,3,4,1,3,1,2,1,5,2,6,1,1,5,2,5,large46598,Frank,2021-03-10-08-51-49,2021-03-11-21-21-16
2438km0jiv6g,deq,3,2,1,2,2,1,5,2,1,2,1,2,1,4,1,1,1,1,4,1,1,1,1,1,3,1,2,1,3,3,1,2,poor96488,FrankKeyboard,2021-03-08-23-05-11,2021-03-11-21-27-24
ex608km0eeo50,deq,2,3,2,5,3,1,3,1,2,2,1,4,1,2,3,4,2,3,2,1,3,3,1,2,2,1,2,1,4,2,2,2,fun53183,Frank,2021-03-08-20-18-49,2021-03-11-21-50-27
ex608km37j63r,deq,4,3,1,2,4,1,4,1,1,1,2,3,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,3,3,2,3,reader26859,Frank,2021-03-10-19-37-08,2021-03-11-21-50-36
ex608klzx3kd4,deq,2,1,1,3,4,1,5,1,1,3,1,2,2,2,1,1,2,2,3,1,1,2,1,1,2,1,2,1,3,4,2,2,construction59956,Frank,2021-03-08-12-14-17,2021-03-11-21-58-57
ex608km4f0tic,deq,1,2,1,2,3,1,4,1,1,1,1,4,2,1,3,2,1,1,3,1,3,2,2,1,3,1,4,1,4,4,1,4,race88084,Keyboard,2021-03-11-15-56-12,2021-03-12-21-00-20
2438km5k241s,deq,1,2,1,3,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,3,2,1,4,1,4,3,3,2,different14189,FrankKeyboard,2021-03-12-10-56-24,2021-03-12-21-24-35
2438km5mgy2b,deq,2,3,1,1,5,1,5,1,1,1,1,2,3,3,1,1,1,2,3,1,1,3,1,1,4,1,3,1,3,3,2,5,drive98409,Frank,2021-03-12-12-04-28,2021-03-12-21-30-01
ex608klzx3kd4,deq,2,1,1,1,2,1,5,1,2,2,1,2,2,1,1,1,1,1,3,1,1,1,1,1,2,1,2,1,2,5,1,3,construction59956,Frank,2021-03-08-12-14-17,2021-03-12-21-49-29
ex608km0eeo50,deq,2,2,1,2,3,1,4,1,2,2,1,2,3,3,3,1,1,2,4,1,1,2,1,1,4,1,2,1,2,4,2,4,fun53183,Frank,2021-03-08-20-18-49,2021-03-12-21-57-31
ex608km0eeo50,deq,2,2,1,2,3,1,3,1,2,3,1,2,3,4,2,2,1,1,3,4,1,2,1,3,4,1,3,3,2,3,2,4,fun53183,Frank,2021-03-08-20-18-49,2021-03-13-20-07-58
2438km5k241s,deq,1,1,1,2,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,2,2,1,1,different14189,FrankKeyboard,2021-03-12-10-56-24,2021-03-13-20-16-47
ex608km4f0tic,deq,2,1,1,2,4,1,5,1,1,1,1,3,4,1,3,2,1,2,5,1,2,3,1,2,4,1,3,1,2,4,2,4,race88084,Keyboard,2021-03-11-15-56-12,2021-03-13-20-36-39
2438km5mgy2b,deq,1,3,1,1,5,1,6,1,1,1,1,2,5,4,1,2,1,2,3,1,1,2,1,1,4,1,3,1,2,4,2,5,drive98409,Frank,2021-03-12-12-04-28,2021-03-13-21-17-51
ex608km02zyb9,deq,1,2,1,1,6,2,2,1,1,1,1,2,6,2,1,3,1,1,3,1,2,2,1,2,5,1,5,1,2,2,1,3,war26399,Frank,2021-03-08-14-58-09,2021-03-13-21-46-48
ex608klzx3kd4,deq,1,1,1,1,3,1,6,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,6,1,,construction59956,Frank,2021-03-08-12-14-17,2021-03-13-21-59-15
2438km5mgy2b,deq,1,2,1,1,5,1,4,1,1,1,1,2,4,3,1,1,1,2,4,1,1,1,1,1,3,1,3,1,2,5,2,4,drive98409,Frank,2021-03-12-12-04-28,2021-03-14-21-18-26
2438km7t00xi,deq,4,6,5,5,1,1,2,1,2,3,1,3,2,2,2,6,3,3,3,1,4,1,2,5,2,4,2,1,5,3,2,3,throughout30230,FrankKeyboard,2021-03-14-00-46-28,2021-03-14-21-30-40
2438km916u3j,deq,1,2,1,1,3,1,5,1,1,2,1,2,4,4,1,2,1,1,4,1,3,1,1,3,5,1,2,1,3,4,1,2,welcome19210,FrankKeyboard,2021-03-14-21-21-45,2021-03-14-21-35-28
ex608km02zyb9,deq,3,1,1,2,4,1,2,1,1,1,1,4,4,1,1,1,1,1,4,1,1,1,1,1,4,1,3,1,4,2,1,3,war26399,Frank,2021-03-08-14-58-09,2021-03-14-21-46-52
ex608km1fm2x3,deq,1,2,1,2,6,1,6,1,1,1,1,3,7,3,1,2,1,1,5,1,1,1,1,1,5,1,7,1,1,7,1,6,large46598,Frank,2021-03-10-08-51-49,2021-03-15-21-17-19
2438km5mgy2b,deq,1,2,2,1,3,1,4,1,1,1,1,1,2,3,2,1,1,1,3,1,1,3,1,1,4,1,4,1,3,5,1,5,drive98409,Frank,2021-03-12-12-04-28,2021-03-15-21-41-30
ex608kmbt47hs,deq,3,4,2,2,4,1,5,1,1,1,1,3,2,3,2,2,2,3,4,1,1,4,2,4,3,2,3,1,2,4,3,3,welcome68485,Frank,2021-03-16-20-03-58,2021-03-16-20-07-03
ex608km4f0tic,deq,2,1,3,2,3,1,5,2,2,1,1,5,3,1,4,1,2,3,4,1,1,1,2,1,3,2,2,1,4,4,4,2,race88084,Keyboard,2021-03-11-15-56-12,2021-03-16-20-12-31
2438kmbc8j0k,deq,2,3,1,3,2,1,2,1,1,1,1,1,3,1,1,2,1,1,1,1,5,2,1,2,2,1,3,1,2,2,1,2,program13758,FrankKeyboard,2021-03-16-13-30-03,2021-03-16-20-51-26
2438kmakidvm,deq,5,6,4,5,3,3,4,1,3,3,2,4,2,5,5,3,2,5,4,2,6,3,4,4,3,4,2,2,6,4,3,3,had41541,Frank,2021-03-15-23-08-29,2021-03-16-21-18-20
ex608kmbvyxb6,deq,1,3,2,1,5,1,6,2,1,1,1,3,1,1,4,1,3,1,5,1,1,1,1,1,5,2,1,1,2,5,1,6,poor10149,Keyboard,2021-03-16-21-18-19,2021-03-16-21-22-59
ex608kmaia2qc,deq,1,2,2,2,6,1,6,1,1,1,1,1,5,2,1,1,1,1,4,1,1,2,1,1,5,1,4,1,2,5,2,5,slabs23107,Frank,2021-03-15-22-21-20,2021-03-16-21-27-40
ex608kmbgtr0r,deq,1,2,1,1,4,1,5,1,1,1,2,2,4,1,2,1,1,1,5,1,1,1,1,2,6,1,4,1,3,3,1,4,fourth94727,FrankKeyboard,2021-03-16-14-13-08,2021-03-16-21-29-19
2438km5mgy2b,deq,1,2,2,1,4,1,5,2,1,1,1,2,4,2,3,1,2,1,3,1,1,2,4,2,2,3,3,1,5,3,1,3,drive98409,Frank,2021-03-12-12-04-28,2021-03-16-21-52-05
2438km916u3j,deq,3,3,4,5,2,3,3,2,1,2,2,3,1,2,2,1,1,1,1,1,3,1,2,2,1,1,1,1,4,2,2,2,welcome19210,FrankKeyboard,2021-03-14-21-21-45,2021-03-16-21-57-57
2438kmapswd4,deq,1,3,1,1,6,1,5,1,1,1,2,2,5,2,1,1,1,1,6,1,1,3,1,1,4,1,5,1,1,6,1,6,safe37073,Frank,2021-03-16-01-36-11,2021-03-17-17-36-20
ex608kmaia2qc,deq,1,2,2,2,5,1,6,1,1,1,1,2,5,2,2,1,1,1,5,1,1,1,1,1,5,1,5,1,2,5,1,5,slabs23107,Frank,2021-03-15-22-21-20,2021-03-17-19-48-18
ex608kmcwxyy3,deq,3,5,3,4,4,1,3,1,1,2,1,4,3,4,5,Quite a bit,2,1,2,1,4,2,3,4,3,1,2,1,4,3,4,3,tail68628,FrankKeyboard,2021-03-17-14-28-43,2021-03-17-20-45-18
ex608km4f0tic,deq,2,1,2,2,4,1,5,1,1,1,1,3,4,1,3,3,1,2,4,1,1,1,1,1,4,1,4,1,3,4,1,4,race88084,Keyboard,2021-03-11-15-56-12,2021-03-17-20-57-19
2438kmcveqbf,deq,1,2,3,2,3,1,4,1,1,2,1,4,2,2,1,Quite a bit,1,2,2,1,2,1,1,3,3,1,4,1,5,3,1,2,next57224,Frank,2021-03-17-13-50-31,2021-03-17-21-17-54
2438kmcveqbf,deq,1,2,3,2,3,1,4,1,1,2,1,4,2,2,1,Quite a bit,1,2,2,1,2,1,1,3,3,1,4,1,5,3,1,2,next57224,Frank,2021-03-17-13-50-31,2021-03-17-21-17-54
ex608kmav5fvr,deq,2,4,3,2,3,2,4,1,2,1,1,2,4,1,4,Quite a bit,2,3,2,1,4,2,1,3,4,1,3,1,3,3,5,3,taken97011,Keyboard,2021-03-16-04-16-48,2021-03-17-21-18-06
19g6bkmcztxsw,deq,1,3,2,4,5,1,3,1,1,1,1,3,2,5,3,3,2,1,3,1,1,1,1,1,3,1,2,1,2,3,1,2,ancient23342,FrankKeyboard,2021-03-17-19-01-34,2021-03-17-21-18-42
19g6bkmd0y4g2,deq,1,2,1,2,6,1,6,1,1,1,1,1,5,5,1,1,1,1,5,1,1,2,1,1,6,1,4,1,1,5,1,6,life34085,Keyboard,2021-03-17-16-27-34,2021-03-17-21-18-47
2438kmbc8j0k,deq,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,3,1,1,2,1,3,2,1,2,2,1,2,1,2,2,1,2,program13758,FrankKeyboard,2021-03-16-13-30-03,2021-03-17-21-22-46
2438km5mgy2b,deq,1,2,1,1,5,2,6,2,1,1,1,1,5,2,1,1,2,1,5,1,1,1,2,1,3,2,4,1,2,6,1,4,drive98409,Frank,2021-03-12-12-04-28,2021-03-17-21-33-02
ex608kmbyquwf,deq,2,3,1,4,4,1,5,1,1,3,1,2,3,3,3,2,2,2,4,1,1,1,1,1,3,2,4,1,3,5,2,4,habit75006,Frank,2021-03-16-22-42-50,2021-03-17-21-43-46
2438kmcv23da,deq,2,5,2,2,3,1,4,1,1,1,1,2,3,6,2,Quite a bit,1,1,4,1,3,2,1,5,2,2,4,1,2,3,1,4,organization59402,Keyboard,2021-03-17-13-47-05,2021-03-17-21-46-15
2438kmcu9i1c,deq,3,2,4,4,1,1,2,1,1,1,1,5,2,1,3,3,2,3,1,1,3,1,3,2,1,1,1,1,3,1,3,2,additional58705,FrankKeyboard,2021-03-17-13-16-21,2021-03-17-22-00-01
2438kmcwe1sg,deq,1,4,2,5,2,1,3,1,1,5,1,3,3,1,4,Quite a bit,1,1,3,1,3,4,1,2,3,1,3,1,4,3,1,3,five02331,Frank,2021-03-17-14-22-22,2021-03-18-19-49-54
2438kmcv23da,deq,2,5,1,3,2,1,3,1,1,2,1,4,3,2,2,3,1,1,3,1,2,3,1,3,2,1,2,1,3,3,2,4,organization59402,Keyboard,2021-03-17-13-47-05,2021-03-18-19-58-12
2438km5mgy2b,deq,2,3,1,1,5,1,4,1,1,1,1,1,5,2,1,1,1,1,5,1,1,2,1,1,3,1,4,1,2,5,1,3,drive98409,Frank,2021-03-12-12-04-28,2021-03-18-20-41-28
19g6bkmdjuntw,deq,1,2,1,1,4,1,5,1,1,1,1,1,5,2,1,2,1,1,2,1,1,2,1,1,5,1,5,1,1,5,2,5,represent55248,FrankKeyboard,2021-03-18-01-16-46,2021-03-18-20-44-59
ex608kmav5fvr,deq,3,3,1,2,4,1,4,1,3,2,1,2,4,1,2,Quite a bit,1,3,2,1,4,2,1,2,4,1,2,1,3,2,4,2,taken97011,Keyboard,2021-03-16-04-16-48,2021-03-18-20-46-23
ex608kmcz812d,deq,4,5,2,4,2,2,4,1,2,2,5,2,2,4,2,2,2,4,4,1,2,3,1,5,4,1,2,1,3,5,5,5,dot10946,FrankKeyboard,2021-03-17-15-46-21,2021-03-18-20-55-21
2438km916u3j,deq,3,6,4,4,2,1,3,3,4,2,2,2,1,3,2,4,1,7,3,1,1,1,1,3,2,1,1,1,3,2,5,2,welcome19210,FrankKeyboard,2021-03-14-21-21-45,2021-03-18-20-58-18
ex608kmaia2qc,deq,1,1,1,1,6,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,6,1,6,slabs23107,Frank,2021-03-15-22-21-20,2021-03-18-21-00-42
19g6bkmcztxsw,deq,1,1,1,3,4,1,3,1,1,1,1,3,2,1,5,2,1,1,4,1,1,1,1,1,3,1,2,1,1,4,1,,ancient23342,FrankKeyboard,2021-03-17-19-01-34,2021-03-18-21-14-39
2438kmbc8j0k,deq,1,1,1,2,3,1,2,1,1,1,1,3,2,1,2,2,1,2,1,1,3,1,1,2,2,1,2,1,2,2,1,2,program13758,FrankKeyboard,2021-03-16-13-30-03,2021-03-18-21-34-47
19g6bkmdk1g9e,deq,3,2,1,1,3,2,2,1,1,1,1,3,2,1,1,2,1,3,2,1,1,1,1,1,2,1,2,1,2,3,4,2,forgot92863,Keyboard,2021-03-18-01-19-09,2021-03-18-22-44-58
19g6bkmd0y4g2,deq,2,1,1,1,5,1,6,1,1,1,1,1,5,4,1,1,1,2,4,1,1,1,1,1,4,1,4,1,2,5,2,5,life34085,Keyboard,2021-03-17-16-27-34,2021-03-19-19-38-57
2438kmcwe1sg,deq,3,6,2,4,2,1,5,1,1,3,1,2,2,6,2,3,1,2,4,1,3,4,1,6,4,1,2,1,3,3,2,4,five02331,Frank,2021-03-17-14-22-22,2021-03-19-19-54-09
2438kmcv23da,deq,2,3,1,3,2,1,3,1,1,2,1,2,3,2,2,4,1,1,2,1,2,3,1,3,2,1,2,1,3,3,2,3,organization59402,Keyboard,2021-03-17-13-47-05,2021-03-19-20-29-08
ex608kmaia2qc,deq,1,1,1,1,6,1,7,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,6,1,6,slabs23107,Frank,2021-03-15-22-21-20,2021-03-19-20-31-09
19g68kmexxfoh,deq,1,2,1,1,6,1,6,1,1,1,1,1,6,5,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,6,1,6,receive07916,Frank,2021-03-19-00-35-10,2021-03-19-20-34-38
19g68kmeywwzu,deq,1,3,5,1,5,1,5,3,1,2,5,1,1,3,5,1,3,1,5,1,1,3,1,1,4,3,3,1,6,2,3,2,freedom49515,Frank,2021-03-19-01-01-58,2021-03-19-20-40-02
2438kmbc8j0k,deq,1,1,1,1,2,1,1,1,1,1,2,3,1,1,3,1,1,1,2,1,1,1,1,1,2,1,2,1,4,2,1,1,program13758,FrankKeyboard,2021-03-16-13-30-03,2021-03-19-20-46-20
19g68kmeznv66,deq,1,2,3,4,6,1,6,1,1,1,2,5,7,4,2,1,2,1,5,2,1,1,1,1,4,1,2,1,4,3,4,4,apple41756,Frank,2021-03-19-01-25-32,2021-03-19-20-52-46
19g6bkmf0snbt,deq,3,5,2,3,2,3,2,1,2,2,1,5,2,5,2,3,2,4,4,2,5,6,1,5,3,2,3,2,3,5,4,6,wood29689,Frank,2021-03-19-01-58-28,2021-03-19-20-57-38
ex608kmcz812d,deq,4,2,2,3,4,2,6,1,2,1,1,3,5,2,1,2,1,3,5,1,1,3,2,2,5,1,2,1,3,6,3,6,dot10946,FrankKeyboard,2021-03-17-15-46-21,2021-03-19-21-07-26
19g68kmexzx6y,deq,3,2,1,1,5,2,5,1,1,1,1,2,5,2,1,3,1,2,6,2,2,4,1,2,6,1,5,2,1,5,,5,colony57552,Keyboard,2021-03-19-00-36-15,2021-03-20-19-57-01
ex608kmbyquwf,deq,1,2,1,2,6,1,5,1,1,2,1,2,5,3,2,3,1,1,3,1,1,1,1,2,5,2,5,1,2,5,1,5,habit75006,Frank,2021-03-16-22-42-50,2021-03-20-19-59-49
19g6bkmerm4se,deq,1,4,1,2,6,1,4,1,2,2,1,2,5,4,2,1,1,1,4,1,2,5,1,4,4,1,5,1,3,4,2,5,sheet35295,Keyboard,2021-03-18-21-43-49,2021-03-20-20-34-23
19g6bkmfnycqm,deq,1,3,2,1,5,1,4,1,1,1,1,2,5,3,1,2,1,1,2,1,3,2,1,2,6,1,3,1,4,4,2,2,offer22995,Frank,2021-03-19-12-45-13,2021-03-20-20-37-26
ex608kmaia2qc,deq,1,1,1,1,6,1,7,1,,1,1,2,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,6,1,6,slabs23107,Frank,2021-03-15-22-21-20,2021-03-20-20-38-05
ex608kmcz812d,deq,3,4,2,2,6,1,6,1,1,1,1,2,6,4,2,1,1,2,5,1,3,2,1,2,5,1,3,1,2,5,3,6,dot10946,FrankKeyboard,2021-03-17-15-46-21,2021-03-20-20-48-04
ex608kmcwxyy3,deq,4,3,3,4,6,2,5,1,3,1,1,5,3,6,6,6,3,5,3,1,1,4,3,6,3,2,4,1,4,4,5,4,tail68628,FrankKeyboard,2021-03-17-14-28-43,2021-03-20-20-50-42
ex608kmav5fvr,deq,2,5,3,4,2,1,2,1,5,4,2,2,2,3,3,6,2,7,2,3,5,4,1,3,2,2,2,3,4,2,5,1,taken97011,Keyboard,2021-03-16-04-16-48,2021-03-20-20-53-46
2438kmbc8j0k,deq,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,program13758,FrankKeyboard,2021-03-16-13-30-03,2021-03-20-20-54-53
19g68kmgfsjin,deq,3,5,3,1,3,2,4,1,1,2,1,3,4,3,3,1,1,2,5,2,1,3,1,2,2,1,3,2,3,4,1,4,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-20-21-04-44
2438kmcv23da,deq,1,3,1,3,3,1,4,1,1,2,1,3,2,3,2,3,1,1,4,1,2,2,1,3,3,1,3,1,3,4,2,3,organization59402,Keyboard,2021-03-17-13-47-05,2021-03-20-21-28-13
19g6bkmdjuntw,deq,1,1,1,1,4,1,6,1,1,1,1,2,5,1,1,2,1,1,2,1,1,1,1,1,5,1,5,2,2,4,1,5,represent55248,FrankKeyboard,2021-03-18-01-16-46,2021-03-20-22-25-17
19g6bkmdk1g9e,deq,3,1,1,2,3,1,3,1,1,1,1,3,2,1,1,3,1,3,2,1,1,1,1,1,2,1,2,1,3,2,4,1,forgot92863,Keyboard,2021-03-18-01-19-09,2021-03-20-22-39-58
19g6bkmgwq14x,deq,3,4,3,6,2,1,3,2,3,2,6,7,2,1,5,7,7,3,1,4,7,7,6,4,2,7,2,3,5,2,5,3,title11300,FrankKeyboard,2021-03-20-09-36-13,2021-03-20-22-43-28
19g68kmexzx6y,deq,2,4,1,2,5,1,4,1,1,1,1,2,6,3,1,3,1,1,5,1,2,4,1,2,6,1,6,1,2,6,2,4,colony57552,Keyboard,2021-03-19-00-36-15,2021-03-21-19-52-18
19g6bkmfnycqm,deq,3,2,1,2,3,1,5,1,1,1,1,2,2,2,1,2,1,2,3,1,2,1,1,2,2,1,2,1,3,3,3,4,offer22995,Frank,2021-03-19-12-45-13,2021-03-21-20-07-36
2438kmcu9i1c,deq,1,3,4,2,3,1,2,2,1,1,1,4,2,1,3,1,2,1,3,1,2,1,3,1,2,3,2,1,4,2,1,2,additional58705,FrankKeyboard,2021-03-17-13-16-21,2021-03-21-20-10-25
ex608kmcwxyy3,deq,3,4,1,4,5,2,5,1,1,1,1,5,3,6,3,Quite a bit,1,2,2,,4,4,1,4,5,1,2,1,4,4,4,5,tail68628,FrankKeyboard,2021-03-17-14-28-43,2021-03-21-20-30-11
ex608kmaia2qc,deq,1,1,1,1,6,1,6,1,1,1,1,2,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,7,1,6,slabs23107,Frank,2021-03-15-22-21-20,2021-03-21-20-33-31
19g68kmhxa1cb,deq,3,4,1,2,4,1,4,1,1,2,1,2,3,2,1,1,1,1,3,1,2,3,1,1,4,1,3,1,3,3,1,4,close06051,FrankKeyboard,2021-03-21-02-42-07,2021-03-21-20-36-26
19g68kmgfsjin,deq,2,4,3,2,1,3,4,2,2,1,3,2,1,3,3,2,1,1,4,1,1,2,4,3,2,2,2,1,2,3,1,2,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-21-20-36-56
ex608kmbyquwf,deq,1,2,1,2,5,1,5,1,1,2,2,2,5,4,2,1,1,1,5,1,1,1,2,1,4,1,5,1,2,6,1,5,habit75006,Frank,2021-03-16-22-42-50,2021-03-21-20-38-17
2438kmcv23da,deq,3,4,2,3,3,2,4,1,1,2,2,2,3,3,2,4,1,1,2,2,2,3,1,2,3,1,2,1,2,3,2,3,organization59402,Keyboard,2021-03-17-13-47-05,2021-03-21-21-08-39
19g6bkmhwvap3,deq,1,1,1,1,5,1,4,1,1,2,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,4,1,4,union77173,Frank,2021-03-21-02-33-35,2021-03-21-21-19-09
2438kmbc8j0k,deq,1,1,1,1,2,1,2,1,1,1,1,3,2,1,3,1,1,1,1,1,2,1,1,1,2,1,2,1,3,2,1,1,program13758,FrankKeyboard,2021-03-16-13-30-03,2021-03-21-21-21-38
19g68kmeznv66,deq,1,1,1,1,6,2,6,1,1,1,1,2,7,1,1,1,1,1,3,2,2,1,1,,3,1,4,1,1,6,1,5,apple41756,Frank,2021-03-19-01-25-32,2021-03-21-21-39-43
19g6bkmdk1g9e,deq,4,1,1,2,3,4,3,1,3,1,1,5,3,2,1,2,1,4,2,2,1,1,1,1,3,1,3,2,2,3,4,2,forgot92863,Keyboard,2021-03-18-01-19-09,2021-03-21-23-00-53
ex608kmaia2qc,deq,1,1,1,2,6,1,6,1,1,1,1,2,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,6,1,6,slabs23107,Frank,2021-03-15-22-21-20,2021-03-22-20-43-33
19g68kmhum5mf,deq,3,4,1,1,2,1,4,1,1,1,1,3,3,3,2,3,1,2,4,1,2,1,1,2,5,1,3,1,3,3,3,3,system67711,Frank,2021-03-21-01-32-40,2021-03-22-21-00-51
19g69kmkbddwy,deq,1,2,1,2,3,1,4,1,1,3,1,2,3,3,3,3,1,1,4,1,1,2,1,2,3,1,2,1,3,4,1,2,tell27181,FrankKeyboard,2021-03-22-18-47-47,2021-03-22-21-03-56
19g6bkmd0y4g2,deq,1,2,1,1,6,1,6,2,1,1,1,2,5,1,2,1,1,1,5,1,1,2,2,1,5,2,5,1,2,5,1,5,life34085,Keyboard,2021-03-17-16-27-34,2021-03-22-21-11-47
ex608kmbyquwf,deq,3,2,2,2,4,1,4,1,1,2,2,3,2,2,3,2,2,3,4,1,2,1,2,1,3,2,2,1,2,4,3,4,habit75006,Frank,2021-03-16-22-42-50,2021-03-22-21-12-42
19g6bkmf0snbt,deq,4,6,2,4,5,3,4,1,2,4,2,3,4,4,2,3,2,1,5,3,3,3,1,4,4,2,5,2,2,5,1,6,wood29689,Frank,2021-03-19-01-58-28,2021-03-22-21-17-55
19g68kmgfsjin,deq,4,3,3,2,1,2,4,1,3,1,1,2,2,5,2,2,1,5,3,2,1,3,3,3,1,3,2,3,2,3,4,2,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-22-21-18-42
19g6bkmj8pk9o,deq,1,2,1,1,5,2,6,1,1,1,1,2,3,3,1,1,1,1,6,1,1,2,1,1,4,1,3,1,1,4,1,3,natural02666,Frank,2021-03-22-00-45-22,2021-03-22-21-20-51
2438kmbc8j0k,deq,3,1,1,1,1,1,2,1,1,1,2,3,1,1,3,1,1,3,1,2,1,1,1,1,1,1,1,2,3,2,3,1,program13758,FrankKeyboard,2021-03-16-13-30-03,2021-03-22-21-22-35
19g68kmj8kmgs,deq,2,5,4,3,3,1,3,1,1,1,1,4,3,5,4,4,2,1,2,1,3,4,1,4,3,2,2,1,4,3,1,3,bag83930,Keyboard,2021-03-22-00-45-39,2021-03-22-21-55-22
19g6bkmjaku8o,deq,3,2,1,2,2,1,4,1,1,1,1,2,5,1,2,3,1,3,2,1,5,2,1,1,3,1,5,1,2,3,3,2,evidence04800,Frank,2021-03-22-01-43-53,2021-03-22-23-35-19
2438kmcu9i1c,deq,2,2,3,2,4,1,2,1,1,1,1,4,2,1,3,1,3,1,2,1,3,1,2,1,2,3,3,1,4,2,1,1,additional58705,FrankKeyboard,2021-03-17-13-16-21,2021-03-23-19-32-18
19g6bkmfnycqm,deq,2,3,1,1,2,1,4,1,2,1,1,2,3,2,1,2,1,1,2,1,4,2,1,2,5,1,2,1,4,4,4,3,offer22995,Frank,2021-03-19-12-45-13,2021-03-23-20-16-59
19g69kmkbddwy,deq,1,3,2,2,2,1,4,1,1,2,1,2,3,4,3,3,1,1,3,1,2,4,2,4,4,2,4,1,3,4,1,,tell27181,FrankKeyboard,2021-03-22-18-47-47,2021-03-23-20-19-26
19g6bkmj8pk9o,deq,1,2,1,1,4,1,5,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,4,1,4,1,1,4,1,2,natural02666,Frank,2021-03-22-00-45-22,2021-03-23-20-31-22
19g6bkmerm4se,deq,1,4,2,1,5,1,4,1,1,1,1,2,4,5,4,1,1,1,4,1,1,2,1,4,3,1,4,1,3,5,2,4,sheet35295,Keyboard,2021-03-18-21-43-49,2021-03-23-20-34-17
19g68kmeznv66,deq,2,4,4,5,6,1,7,1,1,1,1,1,6,2,2,1,1,2,3,1,1,1,1,1,6,1,5,1,2,6,2,6,apple41756,Frank,2021-03-19-01-25-32,2021-03-23-20-38-17
19g68kmexzx6y,deq,3,2,1,2,4,1,5,1,1,1,1,3,5,2,3,2,2,1,4,1,2,1,2,1,4,3,4,1,3,4,2,2,colony57552,Keyboard,2021-03-19-00-36-15,2021-03-23-20-44-48
2438kmcv23da,deq,3,2,1,3,3,1,4,1,1,2,1,3,3,3,2,4,1,1,2,1,3,2,1,2,3,2,3,1,3,4,2,4,organization59402,Keyboard,2021-03-17-13-47-05,2021-03-23-20-55-24
19g68kmgfsjin,deq,3,1,3,2,4,2,5,1,1,2,1,3,5,3,2,1,1,2,3,1,1,1,1,1,4,1,3,1,1,5,1,3,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-23-21-06-37
19g69kmko8lbt,deq,1,2,1,2,6,1,6,1,1,2,1,2,5,4,1,1,1,2,6,1,1,3,1,1,5,1,4,1,1,6,2,5,cast76633,Frank,2021-03-23-01-00-33,2021-03-23-21-14-12
19g68kmhum5mf,deq,2,2,4,5,3,1,4,1,2,3,1,3,1,1,3,3,1,2,4,1,4,1,2,3,3,1,2,1,4,3,2,,system67711,Frank,2021-03-21-01-32-40,2021-03-23-21-14-27
