Anger,Sadness,Fear,Joy,Disgust,userId,username,userGroup,userLoginTime,inputTime,inputText
0.017561633,0.003272627,0.031819508,0.098582713,0.026760081,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-24-19-00-00,Washing machine fixed
,,,,,,,,,,
0.000835185,0,0.001772909,0.02779142,0.005729196,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-24-19-00-00,You in fancy zones
,,,,,,,,,,
0.183152835,0.036155596,0.0658301,0.006516287,0.124812627,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-24-20-00-00,Yeah if I have work they can put in their portfolio folders but not their portfolio ones
,,,,,,,,,,
0.007381663,0,0.001927248,0.010155906,0.010658922,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-24-21-00-00,I want them to write whatever they want
,,,,,,,,,,
0.024817439,0.000764222,0.002628437,0.033401699,0.017282337,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-24-21-00-00,We did it with lighthouses like
,,,,,,,,,,
0.073306029,0.036463371,0.017961085,0.003074338,0.038261996,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-24-21-00-00,Like they draw their own thing
,,,,,,,,,,
0.087406744,0.02632836,0.021051839,0.006852939,0.06116014,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-24-21-00-00,They suck at directed
,,,,,,,,,,
0.04140295,0.013657219,0.007693014,0.010879487,0.029556055,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-24-21-00-00,I will pass then
,,,,,,,,,,
0.037950802,0.076389223,0.037110183,0.002279795,0.023065978,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-25-09-00-00,I mean what should you do
,,,,,,,,,,
0.026886751,0.00848409,0.017615664,0.058753864,0.023459836,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-25-09-00-00,I just decided to keep my
,,,,,,,,,,
0.067551186,0.277862631,0.114077361,0.000710033,0.056632096,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-25-12-00-00,It is hard to get everyone aware of turn news
,,,,,,,,,,
0.01015707,0.011859782,0.071451643,0.02872849,0.031315273,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-25-12-00-00,Did they have suits
,,,,,,,,,,
0.070499129,0.375495301,0.160709155,0.002585593,0.067144869,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-25-12-00-00,Awe Sorry to hear
,,,,,,,,,,
0.100362616,0.00951653,0.008435819,0.008229565,0.067504154,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-25-15-00-00,Find a seat I said
,,,,,,,,,,
0.017471148,0,0.002502273,0.041526947,0.027778195,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-25-16-00-00,bring in a bottle of soft drink
,,,,,,,,,,
0.092997081,0.140980526,0.186689138,0.013650746,0.071468522,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-25-22-00-00,So how do I figure out how hard I need to study for the next one
,,,,,,,,,,
0.011505315,0,0.001015043,0.037995179,0.023243736,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-25-22-00-00,Shall I come pick u up in the morning
,,,,,,,,,,
0.024745725,0.03836974,0.015254784,0.002384812,0.017982855,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-25-22-00-00,Have to stay I mean
,,,,,,,,,,
0.010265687,0.006535458,0.055551892,0.055507179,0.024326357,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-26-13-00-00,Oh grinning face with big eyes
,,,,,,,,,,
0,0.00198644,0.003150904,0.057245116,0.00052271,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-26-16-00-00,But the need to see you is greater
,,,,,,,,,,
0.041734501,0.040652891,0.080784971,0.017410096,0.032326696,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-26-16-00-00,Maybe I just do some school stuff
,,,,,,,,,,
0.024962919,0.011838715,0.088624422,0.030361257,0.028651612,19g68kmgfsjin,signal72380,Keyboard,2021-03-20-01-45-45,2021-03-26-16-00-00,is doing a drinks thing tonight
,,,,,,,,,,
0.003052681,0.000907033,0.007729198,0.12230406,0.009271151,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-22-09-00-00,Had breakfast with my toddler on the mat while the baby rolled around beside us
,,,,,,,,,,
0.020609642,0.01595215,0.063323467,0.055718951,0.024387608,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-22-09-00-00,Nothing different Looking after both kiddies while hubs is
,,,,,,,,,,
0.114275083,0.177613001,0.119555178,0.001247801,0.108733031,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-22-21-00-00,A lost found its way to our home a few weeks back and we never found its owners so we re now stuck with a pet vet said they d put it down if we brought it in it is the little creature
,,,,,,,,,,
0.029087495,0.050423102,0.075291794,0.020295702,0.021866342,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-22-21-00-00,I m super sleep with baby feeding over night and I been stressed about maintaining milk supply since going back to work so I m also up pumping
,,,,,,,,,,
0.030162964,0.00615632,0.041431788,0.106329397,0.030762811,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-22-21-00-00,Went grocery shopping with the family it was good to get out of the house for something other than work
,,,,,,,,,,
0.009133314,0.001219211,0.011710183,0.177115378,0.027356909,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-22-21-00-00,Did some craft today for my daughter to play with she enjoyed it much more than I d so that was nice
,,,,,,,,,,
0.235212981,0.091819919,0.129749707,0,0.173041117,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-22-21-00-00,Hes always screeching and singing in a really high pitched voice which drives me nuts
,,,,,,,,,,
0.064489287,0.266115525,0.152635634,0.00657936,0.061154987,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-22-21-00-00,Ended up moving the to a separate room temporarily and feeling a bit guilty about it
,,,,,,,,,,
0.082501447,0.213912764,0.190672406,0,0.070268358,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-22-21-00-00,I feel so exhausted and I been feeling quite triggered by the high pitched sounds
,,,,,,,,,,
0.050115189,0.237167173,0.105976794,0.000705591,0.047437494,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-23-21-00-00,I m not that close to her but I know she s on disability and struggling with money so I treated her free of charge but I still feel so guilty about how it s turned out
,,,,,,,,,,
0.057170743,0.256206933,0.129416427,0.00453824,0.054431111,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-23-21-00-00,Also feeling guilty because was closed so my husband was at home with both on his own all day Feeling
,,,,,,,,,,
